,return,zip
0,21.764237855629222,32003
1,108.73146626559536,32008
2,44.822794180791604,32009
3,88.26708768875125,32011
4,11.6680575706107,32024
5,43.846804028907286,32025
6,32.74977473962927,32034
7,-3.362984588307615,32040
8,23.517883390494855,32043
9,109.28094759696918,32055
10,24.928865381787404,32060
11,31.96189969517172,32063
12,28.57142857142857,32064
13,63.27898868435072,32065
14,45.53901853456252,32068
15,46.30650496141124,32073
16,29.602487535343958,32080
17,-0.022179364887279007,32081
18,22.87884827017788,32082
19,30.423840858594513,32084
20,26.00322840227463,32086
21,48.723524401721846,32087
22,34.15154749199697,32092
23,22.233997853668782,32095
24,78.62639407894666,32097
25,130.73682176275258,32102
26,237.15629723789257,32112
27,165.23248674253242,32113
28,36.91656862153452,32114
29,63.396654563117174,32117
30,92.77927820233054,32118
31,19.19187744619088,32119
32,-0.05977224148869811,32124
33,34.7395491912848,32127
34,4.15280805943276,32128
35,29.591365298335916,32129
36,32.17770511665303,32130
37,46.12685849410754,32131
38,65.37117526600285,32132
39,92.66419175281266,32134
40,44.744322613870956,32136
41,32.378605129226074,32137
42,46.11189002695512,32141
43,5.424955850148477,32148
44,50.77249485582526,32159
45,47.52281456536418,32162
46,44.611151103531576,32163
47,61.67785186204411,32164
48,35.016807397405714,32168
49,43.31968005099269,32169
50,16.721771981608384,32174
51,55.59575303133322,32176
52,28.556565803432864,32177
53,104.76153411343634,32179
54,21.88437226802502,32180
55,260.39783001808314,32181
56,52.7103970490092,32187
57,165.88341989308546,32189
58,289.29981125053234,32193
59,96.94882922625588,32195
60,-16.877947432930583,32204
61,19.61858275899807,32205
62,40.17818042585866,32207
63,9.375054772279027,32210
64,7.122892592301971,32211
65,49.05866352358444,32216
66,25.932631642534858,32217
67,50.47558680388271,32218
68,24.758822720063943,32219
69,10.701279554302468,32220
70,10.494881654147537,32221
71,12.810452389067606,32222
72,-25.618577771260103,32223
73,24.76459471644224,32224
74,-2.7547625012638655,32225
75,15.499801398913224,32226
76,69.13682064242647,32233
77,21.749668726646632,32234
78,20.69436504852819,32244
79,32.30233271740961,32246
80,-0.1710574272031311,32250
81,-18.354752260553635,32256
82,22.017315647354785,32257
83,-0.2631911162421481,32258
84,31.496451819993737,32259
85,28.70847414464518,32266
86,9.143765435592524,32277
87,-36.4056443838729,32301
88,22.53994380263854,32303
89,66.56440240898178,32304
90,148.96487195337994,32305
91,52.467988604677664,32308
92,16.520593163854656,32309
93,-23.001175613567508,32310
94,3.3892846471674143,32311
95,8.599296543638372,32312
96,29.71277858004125,32317
97,207.99957079018014,32320
98,73.02942435720763,32322
99,159.41257790559683,32324
100,195.31624450005995,32327
101,67.96459693119196,32328
102,16.12379460179968,32333
103,223.15235318951824,32346
104,-14.751665963576322,32347
105,-14.431752297498118,32348
106,-32.69627271101869,32351
107,37.08281829419035,32352
108,251.1980730346711,32358
109,64.03471594148056,32359
110,74.84959592804601,32401
111,29.9055082744959,32404
112,61.17223065550911,32405
113,144.09952934439093,32407
114,82.29508666643785,32408
115,38.06294908565376,32409
116,99.18116098744812,32413
117,84.90700689785402,32420
118,21.851168697572632,32428
119,46.73059155630635,32431
120,47.343204159403285,32433
121,103.26205099893093,32439
122,-33.768107203253486,32440
123,-27.149321266968325,32442
124,-7.896142473180065,32443
125,23.94662018966795,32444
126,-0.6668258193264269,32446
127,-15.316368137396369,32448
128,303.3888302842279,32455
129,147.81736775676626,32456
130,85.26443925487828,32459
131,23.302618895041824,32460
132,314.6258165663089,32461
133,160.40674846924324,32462
134,64.36238340349742,32503
135,65.33596069774173,32504
136,24.29266161081124,32506
137,67.80136048057024,32507
138,20.772179661297,32514
139,35.50090959080044,32526
140,88.13841820527448,32531
141,16.912406845319083,32533
142,15.384132016564815,32534
143,-10.21230122788193,32536
144,11.656630984188308,32539
145,57.95406180011567,32541
146,36.83404056730451,32547
147,57.98553906241462,32548
148,53.60061614710649,32550
149,121.17316203690865,32561
150,56.68533936066032,32563
151,-89.71195447009833,32564
152,64.93124273862058,32566
153,69.27134626463003,32569
154,74.07407407407408,32570
155,46.87129408709254,32571
156,27.49926608320168,32578
157,37.821653454775515,32579
158,49.029027707849465,32580
159,56.62450894767457,32583
160,52.08953615191814,32601
161,81.61974207910315,32603
162,57.97257135253705,32605
163,61.241292878931006,32606
164,94.34638119968307,32607
165,40.53683489390696,32608
166,39.56145735927274,32609
167,62.07554222329975,32615
168,103.37662478598995,32617
169,163.1578947368421,32619
170,326.8893126748017,32621
171,293.62138667156484,32625
172,260.6624934148781,32626
173,209.05074278673044,32628
174,-30.823605172998047,32640
175,55.81395348837115,32643
176,0.12870971975464557,32653
177,53.360878625312644,32656
178,95.34846047011948,32666
179,136.74770538102638,32667
180,47.84119397379999,32669
181,98.30316941889792,32680
182,168.66984264431613,32686
183,220.2602088190746,32693
184,291.48487584906036,32696
185,33.32406947229883,32701
186,22.431009061886982,32702
187,61.0263233514844,32703
188,44.34748181236781,32707
189,29.923104956819863,32708
190,153.64728647715074,32709
191,46.059422657880695,32712
192,26.435090909320852,32713
193,-18.27676240208877,32714
194,10.814722882489974,32720
195,12.472450521114284,32724
196,52.921352582714164,32725
197,34.485590790698375,32726
198,52.34263565589124,32730
199,53.90334572490706,32732
200,56.772109062770035,32735
201,56.97394843427009,32736
202,39.34911220453945,32738
203,60.74642057812263,32744
204,23.494538896719654,32746
205,27.21284315192066,32750
206,41.0644227627873,32751
207,52.93442711897598,32754
208,59.2876921568964,32757
209,14.843603612309494,32763
210,30.90753953414312,32765
211,49.502937340717665,32766
212,15.04282757474159,32767
213,33.733940715158724,32771
214,24.90134666975969,32773
215,47.43822548255316,32776
216,45.41977359949958,32778
217,41.58329309983068,32779
218,89.77814546147785,32780
219,92.39426029414416,32784
220,22.660400652380893,32789
221,45.89681498686942,32792
222,49.113233287858115,32796
223,74.11027397474783,32801
224,65.08541440950802,32803
225,72.53876783243,32804
226,76.12598783617808,32806
227,70.98378142360838,32807
228,81.67769163056579,32809
229,85.71941181005546,32810
230,52.10046352537081,32812
231,121.32916851907794,32814
232,58.75464655055479,32817
233,45.63185707574626,32818
