,return,zip
0,8.70569096822917,32003
1,43.49259776850244,32008
2,17.928997116912033,32009
3,35.30683123438267,32011
4,4.667238198415273,32024
5,17.538841503452666,32025
6,13.099909894001346,32034
7,-1.345192035107031,32040
8,9.407153356197941,32043
9,43.71238092602956,32055
10,9.97159424493007,32060
11,12.784766021921223,32063
12,11.428571428571429,32064
13,25.311595473739583,32065
14,18.215612927883782,32068
15,18.5226019845645,32073
16,11.84099514770329,32080
17,-0.008872270632718938,32081
18,9.15153919141382,32082
19,12.169654736150997,32084
20,10.401298417667672,32086
21,19.490752797588716,32087
22,13.66061899679879,32092
23,8.893597427273408,32095
24,31.450548206996675,32097
25,52.294730791322685,32102
26,94.86253764757905,32112
27,66.09302545189215,32113
28,14.780444043926035,32114
29,25.358791779585584,32117
30,37.111719463827306,32118
31,7.677629345114462,32119
32,-0.02390718226990771,32124
33,13.895842387281988,32127
34,1.6611239571193748,32128
35,11.836550848768924,32129
36,12.870661139247378,32130
37,18.45076255155006,32131
38,26.14927617426654,32132
39,37.067710778643544,32134
40,17.897849479923952,32136
41,12.951812066001676,32137
42,18.44486776838182,32141
43,2.171032098091424,32148
44,20.309060940409175,32159
45,19.00915098130796,32162
46,17.84448062528974,32163
47,24.67121847971975,32164
48,14.006743147504942,32168
49,17.327993084541976,32169
50,6.688774231091251,32174
51,22.23837704757445,32176
52,11.422654907007246,32177
53,41.90391010501756,32179
54,8.754814861806864,32180
55,104.15913200723321,32181
56,21.084189958688146,32187
57,66.35343748428927,32189
58,115.71993478441853,32193
59,38.7795951082225,32195
60,-6.745998264415319,32204
61,7.84763024596822,32205
62,16.07127453188906,32207
63,3.749957081986579,32210
64,2.8501691295737235,32211
65,19.622929693014207,32216
66,10.373135128364076,32217
67,20.190234796041594,32218
68,9.903503478483893,32219
69,4.280528406160908,32220
70,4.198008582791978,32221
71,5.124181581553664,32222
72,-10.247394304173804,32223
73,9.905838281788792,32224
74,-1.101889128476227,32225
75,6.199924452856741,32226
76,27.65475912399352,32233
77,8.699734094832767,32234
78,8.280060987102361,32244
79,12.922066852096481,32246
80,-0.06840479358477017,32250
81,-7.34187586656079,32256
82,8.806925808494567,32257
83,-0.10521965080203571,32258
84,12.598603295594419,32259
85,11.483411084440833,32266
86,3.658378662829747,32277
87,-14.562268393549346,32301
88,9.016200886452678,32303
89,26.62578894064142,32304
90,59.585889664295244,32305
91,20.98736641205531,32308
92,6.60823732420725,32309
93,-9.200338556364839,32310
94,1.3557718653499349,32311
95,3.4397514279835124,32312
96,11.885149445845753,32317
97,83.19993190228529,32320
98,29.21177360031111,32322
99,63.768396712554264,32324
100,78.12640271235426,32327
101,27.18583788623079,32328
102,6.449780862272663,32333
103,89.26088192622312,32346
104,-5.900404070175959,32347
105,-5.7726160009426035,32348
106,-13.07923513012065,32351
107,14.833127317676142,32352
108,100.47950096889282,32358
109,25.614692567253076,32359
110,29.939963842277724,32401
111,11.962356934396407,32404
112,24.468891951254594,32405
113,57.639811768662554,32407
114,32.91804843346332,32408
115,15.225166199909019,32409
116,39.672487069538064,32413
117,33.96284746713979,32420
118,8.740480955311124,32428
119,18.69227373147117,32431
120,18.93734266596885,32433
121,41.30483911910682,32439
122,-13.501520830817828,32440
123,-10.85972850678733,32442
124,-3.1581706670914365,32443
125,9.578639204997184,32444
126,-0.26641982182259977,32446
127,-6.126478117926344,32448
128,121.35565769520929,32455
129,59.12696698336354,32456
130,34.105784130670216,32459
131,9.321505892560282,32460
132,125.85030091899108,32461
133,64.16280259750744,32462
134,25.74550098375809,32503
135,26.134381202283226,32504
136,9.717071152678564,32506
137,27.120697398040566,32507
138,8.308872247309004,32514
139,14.200389771469196,32526
140,35.255367781703725,32531
141,6.76500600306945,32533
142,6.153569989562103,32534
143,-4.0849134468034975,32536
144,4.66265436957614,32539
145,23.181625875321934,32541
146,14.733581702765235,32547
147,23.19426777011834,32548
148,21.440249331512895,32550
149,48.469266297132485,32561
150,22.674151049740214,32563
151,-35.88477697881994,32564
152,25.972497953144156,32566
153,27.708550969195823,32569
154,29.629629629629626,32570
155,18.748518967421678,32571
156,10.999723735020096,32578
157,15.128661461745056,32579
158,19.611623619847755,32580
159,22.650001153719618,32583
160,20.836424692876168,32601
161,32.64789703799298,32603
162,23.18908891361704,32605
163,24.49646664600497,32606
164,37.738554089938354,32607
165,16.214819123871333,32608
166,15.8290382170855,32609
167,24.830383937114973,32615
168,41.35066381907909,32617
169,65.26315789473685,32619
170,130.75569106010116,32621
171,117.44854527667987,32625
172,104.26499694832604,32626
173,83.62360730982137,32628
174,-12.329440880469535,32640
175,22.325581395348433,32643
176,0.05149438801164872,32653
177,21.344375979834265,32656
178,38.13941001917678,32666
179,54.699506768531116,32667
180,19.136532004355768,32669
181,39.32169963049474,32680
182,67.46794718033209,32686
183,88.10403612177386,32693
184,116.59394626609867,32696
185,13.329627454265108,32701
186,8.972436508237063,32702
187,24.410723708604635,32703
188,17.73908963012468,32707
189,11.969238896648426,32708
190,61.458922198805666,32709
191,18.423769266103623,32712
192,10.574081678331542,32713
193,-7.310704960835509,32714
194,4.3259952829395525,32720
195,4.9890778656385875,32724
196,21.169471950732248,32725
197,13.794237795887737,32726
198,20.93705525435555,32730
199,21.561338289962826,32732
200,22.708846208105655,32735
201,22.789584107412036,32736
202,15.74029068853508,32738
203,24.29854220995947,32744
204,9.39781000435507,32746
205,10.885139645653787,32750
206,16.425776130864094,32751
207,21.173678459756236,32754
208,23.71513531762014,32757
209,5.938265079707829,32763
210,12.363015597529253,32765
211,19.80118173187477,32766
212,6.017132691842025,32767
213,13.493725127024764,32771
214,9.960514076861234,32773
215,18.975301549508224,32776
216,18.1680269506937,32778
217,16.63334968550427,32779
218,35.91126276367559,32780
219,36.95770754109115,32784
220,9.064161730540897,32789
221,18.358726974873235,32792
222,19.64529331514325,32796
223,29.644144207123013,32801
224,26.034276316030425,32803
225,29.015512482995604,32804
226,30.450397591043604,32806
227,28.39351336683327,32807
228,32.67108290190424,32809
229,34.28833759691155,32810
230,20.840182650520703,32812
231,48.53166976407855,32814
232,23.501861096815052,32817
233,18.252752768642846,32818
234,9.423135004530774,32819
235,9.810322840792027,32821
236,27.43270283341478,32822
237,24.034308215553537,32824
238,23.46480629619477,32825
239,26.911570307739062,32826
240,17.996010953033377,32827
241,22.413386153495786,32828
242,20.834692330674386,32829
243,16.89621706622977,32832
244,17.183039928961414,32833
245,26.216539282977912,32835
246,13.723838267071518,32836
247,17.521273139853825,32837
248,26.22829254982948,32839
249,16.19631901840491,32901
250,28.281162102728295,32903
251,25.24271844660194,32904
252,22.220843459689142,32905
253,24.784612575560097,32907
254,26.068918272826636,32908
255,21.91780821917808,32909
256,19.12849002906202,32920
257,34.577126509943305,32926
258,34.65905771453264,32927
259,17.467028002019802,32931
260,26.08239095782025,32934
261,5.862348452976997,32935
262,16.394503012833972,32937
263,8.102264819726377,32940
264,14.292485462160915,32948
265,3.2768941609500306,32949
266,71.84056257695852,32950
267,30.007096417477946,32951
268,27.93783626723006,32952
269,21.818942405622057,32953
270,17.1907992969288,32955
271,23.49903395423425,32958
272,26.299255732318414,32960
273,41.03909599827744,32962
274,34.47961157740228,32963
275,27.106657849893352,32966
276,26.656280210357654,32967
277,12.026323127348897,32968
278,60.38557930454762,32976
279,46.64236520634341,33004
280,18.359059136170707,33009
281,10.862935836159227,33010
282,22.40537196829519,33012
283,36.58939171773049,33014
284,0.7343507644758498,33015
285,16.359763203684654,33016
286,10.629799383468717,33018
287,13.922596468384032,33019
288,21.542010283494804,33020
289,8.95428637591582,33021
290,41.56982100457644,33023
291,9.764339169255537,33024
292,14.494804905482262,33025
293,-4.429973501231906,33026
294,11.987825046835392,33027
295,3.5978856256477605,33028
296,2.2790385742653916,33029
297,14.431344018223605,33030
298,24.59007586409035,33031
299,13.221984465753756,33032
300,27.023907324634067,33033
301,26.27143796523277,33035
302,39.70591687713736,33036
303,71.62817379991895,33037
304,18.40820053482367,33040
